order_item_id,order_id,product_id,quantity,unit_price,discount_pct
4644,2680,198,1,5088.4,0
1386,793,536,1,3077.97,0
18423,10564,444,1,643.76,0
6160,3527,113,1,,0
123,78,197,1,5643.56,0
6860,3932,341,1,"8583,71",0.05
1046,590,458,1,"1199,03",0.05
1118,637,385,1,"6550,51",0.15
474,278,415,1,834.27,0
17811,10198,517,-1,"R$ 6.204,17",0
20291,11622,398,1,"R$ 4.475,12",0.05
5062,2907,390,1,"R$ 1.258,75",0.05
15699,9001,37,2,"R$ 7.361,77",0
13770,7895,554,-1,"R$ 7.098,55",0
25784,14761,193,1,"R$ 4.555,11",0
9139,5218,477,1,3847.71,0
3763,2156,351,1,3822.68,0
25240,14442,106,3,"R$ 5.103,28",0
10368,5926,8,1,"4122,18",0.1
21549,12337,271,1,"R$ 8.173,06",0
23629,13530,355,1,2892.82,0
11563,6609,229,1,7073.38,0
1784,1011,294,2,"R$ 542,68",0
14800,8499,187,1,1026.76,0
3445,1970,342,1,885.25,0.05
14757,8475,348,1,5230.75,0.05
58,39,371,1,6760.61,0.05
4045,2334,463,1,"R$ 5.131,62",0.1
14968,8601,451,1,448.14,0.05
1700,968,555,1,1762.62,0
15960,9152,118,1,"2509,9",0.1
17229,9856,217,3,"R$ 4.403,09",0
10001,5713,424,1,6852.28,
6268,3594,419,1,2283.85,0
25011,14316,375,0,6680.82,0
12477,7149,99,1,4104.37,0.05
20223,11581,51,1,3523.11,0
20888,11951,187,2,1026.76,0
22016,12617,218,1,"1858,16",0
3007,1718,12,3,1265.42,0
19639,11233,209,3,8340.49,0
3323,1901,148,1,443.53,0.05
8553,4873,467,1,"R$ 8.283,14",0
17411,9964,454,0,2361.03,0
7346,4196,130,1,4779.66,0
2509,1427,173,1,4467.93,0.05
4618,2663,413,1,"2195,06",0
5087,2920,750,1,"1088,59",0
17835,10215,67,1,"R$ 227,98",0.1
4097,2365,52,1,"4861,26",0
14143,8101,205,-1,4525.88,0.15
18563,10640,18,1,6067.08,0
17182,9825,372,1,3266.17,0.05
2543,1448,446,1,"R$ 1.534,02",0
15918,9128,552,2,"R$ 5.080,60",0
1776,1007,391,1,2351.51,0.1
5222,2993,510,3,"R$ 5.655,37",0.05
23163,13270,295,2,6525.55,0
12295,7047,48,1,6596.22,0.05
1352,774,529,-1,"R$ 3.940,46",0
3048,1739,456,1,"8621,93",0.15
24116,13813,402,1,1050.53,0.1
4603,2653,40,1,"R$ 7.555,56",0
2771,1581,221,1,7509.86,0
291,171,246,1,4873.96,0
7182,4106,56,1,4300.79,0
889,503,379,1,8287.07,0
14792,8493,353,1,"R$ 2.256,90",0.05
23730,13589,332,1,"R$ 124,71",0
3555,2032,372,1,3266.17,0
5130,2942,16,1,8666.04,0.1
10761,6139,587,1,1124.85,0
7792,4452,372,1,3266.17,0.05
1164,664,246,1,"4873,96",0
11051,6312,286,0,8041.46,0.15
11438,6536,520,1,8132.58,0.1
17806,10195,554,1,"R$ 6.856,99",0
7175,4101,164,3,"R$ 81,69",0
16327,9361,74,1,1622.53,0
23920,13702,522,1,"R$ 8.140,69",0
10682,6094,317,2,,0.05
16495,9447,29,1,"R$ 5.246,72",0
10757,6137,303,1,"163,47",0
6057,3470,578,2,7548.77,0.05
6443,3697,580,1,7526.01,0
22086,12657,586,1,1260.82,0
24930,14276,288,1,8425.15,0
18972,10863,353,1,"2256,9",0
8419,4800,339,3,2187.15,0
9882,5646,314,1,594.06,0.1
2853,1633,269,1,"R$ 6.468,03",0
5706,3264,279,1,"8295,55",0
6823,3908,10,2,289.88,0
20776,11887,44,1,"R$ 4.221,23",0.1
5342,3059,177,1,5755.54,0.05
18421,10563,589,0,4257.86,0
24462,14011,45,1,"2271,17",0
3040,1734,360,1,"R$ 983,09",0
1473,842,746,2,7441.14,0.15
646,371,599,2,,0.15
22882,13103,501,1,606.32,0.1
7514,4295,317,1,7041.7,0
4858,2797,425,1,923.61,0
25554,14630,438,1,"4193,9",0
5359,3069,128,1,"R$ 5.683,69",0
21416,12253,425,1,,0
2355,1339,314,2,"594,06",0
4335,2507,62,3,"R$ 8.968,41",0
25480,14581,361,1,"R$ 418,66",
10708,6109,156,1,6419.2,0
22526,12913,374,1,"R$ 5.449,05",0.1
2990,1709,25,1,6108.31,0.15
3395,1941,280,1,"R$ 1.976,36",0
16717,9568,235,1,"321,27",0
9947,5682,426,1,6624.5,0
14348,8222,208,1,"R$ 8.139,25",0
3746,2144,270,2,"103,22",0
23479,13448,386,2,5343.48,
25885,14817,251,1,,0.05
9776,5586,323,-1,2045.91,0.05
14932,8579,393,2,"4350,34",
8641,4927,527,1,"R$ 4.048,37",0
21612,12375,477,1,"3993,74",0
7959,4549,499,1,6778.84,0.1
24896,14252,474,1,3850.67,0
14580,8366,389,1,"R$ 1.193,97",0
7947,4543,4,1,"R$ 4.883,01",0
1413,804,591,3,5187.79,0.05
11952,6857,543,2,6580.32,0
17176,9822,569,1,845.86,0
21278,12170,528,1,8186.35,0.05
5607,3209,10,1,289.88,0
7930,4533,589,-1,4752.93,0
11577,6617,204,1,4875.81,0
20751,11878,54,2,"8736,06",0
4665,2695,407,3,"R$ 3.413,97",
7990,4564,41,3,3113.59,0.1
2540,1445,164,1,97.96,0
1106,629,77,1,2056.03,0
9105,5198,118,1,"R$ 2.509,90",0
20098,11505,69,1,"R$ 8.460,61",0.1
24032,13765,385,3,6550.51,0
5574,3188,274,1,"5608,19",0
2559,1458,234,2,"1944,86",0
11450,6543,270,3,"86,81",0
12523,7174,182,1,4427.38,0
24845,14225,171,1,"R$ 5.995,96",0.05
14096,8074,385,0,"5625,55",0
11425,6529,92,2,5571.79,0
15083,8667,485,1,"R$ 1.754,67",0
19490,11147,479,1,,0
18655,10689,407,0,3413.97,0
6872,3937,283,1,4180.37,0
19873,11380,120,-1,,0
17155,9811,84,2,8615.65,0.1
1192,679,568,1,"R$ 7.618,59",0
5233,2998,48,-1,"6596,22",0
12942,7416,598,1,1100.92,0
1929,1088,264,3,1314.41,0
1864,1053,261,2,857.43,0.05
11818,6773,559,2,"R$ 6.691,97",0
17752,10162,32,3,253.35,0
10435,5961,364,1,6299.81,0.15
15867,9094,382,1,1183.36,0
22985,13169,413,-1,2195.06,0.1
18379,10541,628,1,8988.85,0
19329,11060,94,1,"5076,93",0
22649,12978,215,2,"4913,8",0
6769,3876,178,1,"R$ 4.513,78",0
12579,7207,498,1,1031.24,0.05
20572,11778,399,1,7131.62,0
13926,7978,488,1,1736.29,0
74,50,187,1,"1026,76",0.05
18888,10815,87,1,"R$ 5.657,59",0
19132,10950,577,1,3977.73,0.05
3581,2050,66,1,6707.62,0
2309,1313,95,1,"5976,13",0
3027,1729,579,1,"2194,39",0
8910,5082,77,1,2553.81,0
18812,10773,14,1,1444.26,0
6452,3702,56,1,4300.79,0
13627,7818,263,0,3843.32,0.05
14050,8048,124,1,8126.82,0
21396,12239,8,1,"R$ 4.122,18",0.1
17206,9841,368,2,7360.46,0.1
15038,8640,437,1,,
2719,1553,70,2,8670.54,0
16885,9662,18,1,,0
20973,12000,10,1,289.88,0
4759,2744,2,1,"4970,56",0.1
4894,2815,418,1,,0
16442,9419,391,2,"R$ 2.351,51",0
18500,10606,125,1,,0
38,25,281,1,3380.96,0
24687,14141,395,1,"8471,78",0.05
23402,13406,457,1,"R$ 2.888,48",0
10646,6076,137,2,4409.93,0
9293,5306,403,-1,"R$ 6.534,99",0
5462,3127,147,1,7651.28,0
11930,6840,264,1,"1314,41",0
2805,1600,205,1,"R$ 4.525,88",0
9160,5229,402,1,1050.53,0
5961,3412,533,1,491.12,0
19767,11317,373,2,8274.13,0
1995,1129,263,1,"R$ 3.843,32",0.15
15165,8714,372,1,"R$ 3.266,17",0.1
4166,2410,196,1,"R$ 8.490,77",
10956,6255,405,-1,5966.18,0.1
9657,5511,450,1,"7990,91",0
3234,1843,351,1,"3822,68",0.1
21299,12179,272,1,6604.58,0.1
15678,8986,390,1,"R$ 1.633,58",0
13133,7521,137,1,4409.93,0.1
3815,2193,231,1,"R$ 4.185,23",0
1786,1012,422,3,5090.54,0.15
4222,2442,580,1,"R$ 7.526,01",0.1
20426,11694,225,1,5120.33,0
12768,7313,198,1,"R$ 5.088,40",0
14832,8519,304,3,"R$ 6.932,16",0
1996,1130,2,1,4970.56,0
22476,12879,316,1,,0
17302,9903,452,-1,"R$ 3.036,23",0
20404,11682,336,1,"R$ 6.499,97",0
13539,7770,477,1,3865.33,0
12619,7228,575,1,6718.72,0
16835,9635,1,2,822.16,0
4436,2562,107,0,2225.68,0.05
21548,12336,434,1,3653.52,0.05
7067,4040,553,1,6291.13,0
19349,11071,210,1,"R$ 535,54",0
26148,14976,21,0,"R$ 6.221,83",0
23148,13261,131,1,6975.39,0.1
7206,4119,350,1,"R$ 6.649,54",0
24415,13982,124,0,8126.82,0
518,299,1,1,"R$ 822,16",0
18108,10375,301,3,"R$ 7.337,04",0
7276,4158,559,0,6691.97,0
22918,13127,171,1,5995.96,0.05
10041,5733,477,1,3365.02,0
22452,12864,59,1,2632.76,0
8217,4692,336,1,7667.21,0
4032,2325,318,2,5814.78,0
19731,11296,554,1,"R$ 7.098,55",0.1
23859,13665,274,1,"R$ 5.608,19",0
7005,4006,107,1,2054.49,0
2629,1496,87,1,"R$ 5.298,51",0
13338,7643,430,3,"R$ 1.804,67",0
6479,3720,362,1,3668.29,0.1
4845,2789,444,1,"643,76",0
6827,3909,462,2,"R$ 470,69",0
15541,8913,518,1,1695.24,0
379,227,378,1,6910.67,0
4998,2872,144,1,6941.32,0
23851,13661,339,2,"R$ 2.525,84",0
3955,2284,467,1,8283.14,0
11989,6873,319,3,7781.43,0
1726,980,64,1,7717.76,0
24713,14153,130,3,"4779,66",0.15
15630,8955,324,1,"4902,48",0
10764,6140,152,3,"8498,8",0.05
16031,9188,268,-1,"6847,06",0.15
2077,1180,589,1,4257.86,0
11244,6422,494,1,"2062,29",0
11817,6773,97,0,2290.44,0.1
4953,2845,285,1,2049.09,0
25052,14340,211,3,6701.35,0
1787,1013,451,3,"R$ 448,14",0.1
3680,2109,121,3,4367.37,0
10803,6168,440,1,1450.28,0
12950,7419,148,1,443.53,0.05
1949,1100,285,1,2049.09,0
24465,14012,255,1,3732.19,0
10158,5796,389,1,1193.97,0
20665,11828,540,1,"R$ 5.510,47",0
21376,12230,205,-1,4525.88,0
23253,13319,599,1,"8364,23",0
1165,664,256,1,"R$ 8.917,62",0.05
11002,6285,151,1,7786.33,0
3656,2097,303,2,"197,83",0
17163,9815,431,2,"R$ 793,70",0
13349,7648,260,1,"8654,25",
13723,7867,528,3,8593.34,0.05
19700,11277,110,1,2644.01,0
18424,10564,564,2,757.08,0.1
3106,1772,183,1,"R$ 684,31",0
3627,2079,463,3,5131.62,0
21326,12198,157,1,"4114,36",0
12979,7435,535,1,"R$ 6.234,97",0
12769,7313,352,1,"1112,88",
2253,1280,375,0,6680.82,0
45,30,332,1,"124,71",0.05
22733,13026,190,2,2603.05,0
678,391,331,1,6326.4,0.1
22740,13030,420,1,"537,41",0
21936,12569,590,1,"R$ 535,17",0
16981,9714,111,1,"6172,4",
19617,11221,481,1,5950.33,0.1
9592,5475,160,1,"R$ 543,58",0.05
19655,11246,148,1,"443,53",0
24221,13876,27,2,3239.08,0
9108,5199,88,-1,4754.9,0
15684,8990,174,3,"4658,23",0
7855,4485,98,3,7744.67,0
21910,12551,94,-1,5995.29,0.1
21317,12192,170,1,4662.22,0
20127,11524,415,1,"R$ 834,27",0
4952,2844,85,1,769.41,0
4520,2609,504,-1,"5976,91",0
16690,9552,60,1,4020.11,0.05
2096,1192,580,2,"7526,01",0
5631,3223,139,-1,"R$ 1.740,61",0
2180,1240,177,2,5755.54,0
13935,7983,325,-1,6386.21,0.1
8506,4847,319,1,7781.43,0
19565,11192,555,3,1762.62,0.1
25545,14622,561,2,1111.45,
11059,6318,354,1,"R$ 3.284,00",0
20719,11856,142,1,7395.67,0.1
500,291,468,1,"R$ 6.695,84",0
22,16,539,1,77.03,0
22304,12778,419,1,"R$ 2.283,85",0
5852,3352,34,2,"3582,4",0
15808,9063,406,1,"R$ 947,85",0
11924,6836,263,1,,0.1
24218,13873,433,1,445.07,0
25537,14618,593,1,,0.05
25227,14436,412,-1,"1731,71",0.1
5016,2884,553,1,7505.68,0
24574,14077,312,0,5143.41,0.05
10031,5727,268,1,"7593,12",
17984,10304,538,1,4453.49,0
24237,13883,313,1,"R$ 2.951,45",0.15
17166,9816,544,1,"R$ 5.684,70",0.1
8570,4885,426,1,"R$ 5.853,96",0
7326,4188,334,1,,0
7507,4291,93,1,7593.07,0.1
19539,11175,226,1,5394.32,0
6477,3719,486,2,2911.79,0
23393,13398,348,2,5230.75,0.05
625,361,178,1,"R$ 4.513,78",0.1
13351,7649,41,1,"R$ 3.113,59",0
10958,6256,432,1,"7576,58",0
14855,8532,222,1,"R$ 5.761,48",0
14410,8261,319,1,7781.43,0
3845,2214,427,2,1744.32,0
8007,4572,453,-1,"8732,67",
16314,9351,67,0,"R$ 227,98",0
10798,6163,48,1,"R$ 6.596,22",0
11893,6818,307,2,"5274,8",0
9379,5354,278,1,3785.92,0
15661,8975,237,1,1695.3,0
8477,4832,500,2,"R$ 3.756,83",0
220,129,331,2,6448.34,0
12895,7386,308,1,4010.16,0.05
3996,2307,268,3,7593.12,0
6747,3864,224,-1,,0.15
16279,9330,401,1,"R$ 5.500,20",0
16695,9555,490,1,"R$ 3.986,52",0
17102,9784,251,1,"R$ 6.408,08",0
3153,1794,396,1,4486.81,0
18319,10505,338,1,"R$ 3.847,64",0
8990,5127,377,1,6369.89,0
25149,14394,479,1,"R$ 7.397,47",0
19141,10956,581,1,1302.94,0.1
4627,2670,182,2,5105.45,0
6471,3714,766,1,"R$ 7.118,25",0
24519,14046,234,1,"R$ 1.944,86",0
9304,5313,398,1,5430.78,0
6032,3454,218,1,1858.16,0
4849,2791,184,1,3394.15,0
19698,11277,554,1,7098.55,0
10225,5834,165,1,"R$ 5.495,23",0
19789,11332,325,1,6386.21,0
6314,3623,542,1,"R$ 4.548,70",0
17987,10305,260,1,"R$ 8.654,25",0
5136,2946,239,1,"R$ 7.387,64",0
2196,1247,480,1,3840.15,0
5935,3397,29,1,"R$ 5.246,72",
10497,5992,96,1,"R$ 752,54",0
1072,607,413,1,2195.06,0
1848,1045,218,1,1858.16,0
24330,13931,349,2,6809.58,0
15536,8911,81,1,"R$ 6.999,03",0
10392,5940,153,1,8873.6,0
20415,11687,411,2,"5823,55",0
8260,4717,157,2,"R$ 4.114,36",0
1626,932,218,3,1858.16,0.05
22214,12729,332,1,"R$ 124,71",0
2936,1683,289,1,5843.1,0
26186,14998,136,0,8955.07,0
20530,11756,542,3,4548.7,0
8172,4667,245,1,5424.05,0
9297,5308,576,-1,8191.24,0.1
12282,7038,498,1,1031.24,0
1126,643,512,1,5319.38,0
21373,12227,341,-1,8583.71,0
8278,4727,36,1,,0
24671,14133,599,1,7179.52,0
3505,2003,13,1,"6725,72",0
11133,6359,3,1,2647.73,0
21004,12014,2,1,4970.56,0
21770,12464,71,0,1823.44,0.1
22562,12931,308,1,"4010,16",0
20595,11790,103,2,6758.09,0
512,298,434,2,3653.52,0
20232,11586,54,1,"8736,06",0
9535,5444,265,1,"R$ 3.702,06",0
13138,7526,9,1,,
25952,14857,36,1,5735.52,0
15425,8853,447,1,2440.42,0
5450,3121,264,1,1560.09,0
18205,10435,145,1,5640.54,0
14303,8194,365,1,5800.63,0
1591,914,428,1,"R$ 6.687,66",0
10959,6256,140,1,,0.05
25684,14705,487,2,"5761,82",0.15
16739,9582,578,1,"R$ 7.292,90",0
23712,13581,234,2,1944.86,0
16796,9613,468,2,6695.84,0
4328,2502,129,1,562.7,0
13148,7532,405,1,"R$ 5.966,18",0
19759,11312,542,1,4548.7,0.15
14209,8136,477,3,,0
21611,12374,563,1,7512.33,
18415,10560,213,1,"R$ 9.382,42",0.05
1904,1077,450,1,7990.91,0.05
4490,2594,117,1,5571.95,0.1
19961,11430,70,2,"R$ 7.314,87",0.1
26003,14888,496,1,,0.05
25607,14661,554,1,"7098,55",0
16689,9551,44,1,4221.23,0
11360,6488,295,1,6525.55,0
18792,10762,516,2,"R$ 1.254,90",0
12200,6990,100,1,8562.24,0
24561,14069,592,3,"8849,39",0
13611,7811,314,1,565.94,0
15898,9114,580,1,"R$ 7.526,01",0
25259,14450,517,1,"R$ 6.204,17",0
8334,4755,481,1,5950.33,0
2749,1572,162,1,6777.31,0
1873,1058,68,2,5242.89,0
5799,3320,264,1,"1314,41",0.15
5490,3143,169,1,,0
24734,14164,540,1,5510.47,0.1
17909,10255,311,1,2602.19,0.1
19877,11381,391,1,,
432,256,146,1,"7228,74",0
16924,9682,226,1,4980.12,0
16692,9553,464,1,8456.58,0
9343,5334,196,1,"R$ 8.490,77",0
17656,10102,131,1,6975.39,0.15
25686,14706,7,2,"R$ 2.453,61",0
7732,4416,59,1,2632.76,0
23015,13188,316,2,8458.02,0.1
4086,2359,392,1,"558,32",0.15
8769,4999,229,1,6542.17,0
8928,5090,45,1,2271.17,0
18944,10847,536,1,3077.97,0
17034,9742,71,2,2175.1,0.1
11463,6550,108,-1,932.89,0.1
25920,14839,492,1,7719.31,0.1
13860,7943,793,1,4687.66,0
10857,6202,581,1,1302.94,0
18618,10668,197,3,5643.56,0
20827,11919,236,1,"2449,66",0.1
2941,1686,20,3,7341.05,0
1613,926,239,1,"R$ 7.387,64",0.15
3347,1912,307,1,5274.80,0
22319,12786,592,3,8849.39,0
14199,8130,98,3,7744.67,0.15
22858,13092,122,1,"2007,95",0
11006,6287,324,1,"R$ 4.902,48",0.05
3300,1883,455,1,3734.93,0.15
10661,6083,67,1,"R$ 227,98",0.05
14670,8421,529,1,3940.46,0.05
13377,7664,124,1,8126.82,0
13135,7523,238,1,1611.75,0
14732,8460,536,1,"R$ 2.508,79",0
25620,14669,120,1,335.25,0
10917,6231,360,1,983.09,0
10292,5871,224,2,2484.25,0
6482,3721,553,1,"R$ 6.291,13",0
6883,3944,506,1,"8136,83",0
25355,14511,203,1,"3353,15",0.15
20458,11715,565,1,,0.1
20360,11659,179,1,"R$ 3.931,12",0
21779,12468,486,1,,0
19284,11034,322,2,"R$ 5.658,50",0
1262,724,200,1,4668.18,0
25400,14535,521,1,"R$ 3.615,14",0
8906,5080,267,2,2578.52,0
25098,14366,462,2,470.69,0.1
5485,3140,238,1,"R$ 1.611,75",0
8471,4830,126,1,4790.46,0
19901,11395,105,3,7470.81,0
14085,8066,589,2,4257.86,0.05
10200,5817,113,-1,"R$ 1.503,14",0
17079,9767,12,1,"R$ 1.265,42",0.05
17755,10164,189,1,8407.85,0.1
16747,9587,489,1,"3191,19",0
2701,1541,80,2,1664.87,0
11968,6866,81,1,"6999,03",0
1529,876,491,1,2056.75,0
22162,12699,39,1,2408.77,0.1
19524,11169,587,2,"1124,85",0
19115,10942,472,1,8979.83,0
16098,9224,543,2,"6580,32",0.1
12937,7413,194,1,"R$ 2.782,99",0
14152,8105,51,1,"R$ 3.523,11",0
17029,9740,328,1,"210,74",0.1
17210,9843,540,1,5510.47,0
8453,4819,375,1,6680.82,0.1
9451,5397,31,1,"R$ 3.345,64",0
19309,11048,565,1,"R$ 2.793,63",0.1
7382,4216,336,2,,0.05
2129,1212,321,1,1133.92,0.05
18975,10864,212,1,7409.63,0
12462,7139,23,1,8404.57,0
15201,8734,379,3,"R$ 8.898,19",0
11564,6610,562,1,"R$ 3.439,80",0
1426,811,79,1,2632.48,0.05
14643,8407,392,1,558.32,0
15937,9139,388,1,"3559,79",0
21536,12331,554,2,"7098,55",
5993,3430,399,3,7131.62,0
24354,13944,36,3,5735.52,0
2361,1341,517,1,"6204,17",0
10167,5801,526,3,"R$ 2.853,15",0
17318,9911,509,-1,8677.25,
7124,4070,247,1,3732.61,0
748,425,244,1,"5999,22",
6536,3750,20,1,"R$ 7.341,05",0
21454,12280,195,1,"R$ 8.048,11",0
4881,2809,431,2,"R$ 793,70",0
23273,13332,550,1,"R$ 4.835,39",0
6546,3755,385,1,"R$ 6.550,51",
9529,5440,491,1,2056.75,0
7636,4361,151,1,7786.33,0
12104,6938,555,1,1762.62,0
9559,5455,44,1,"R$ 4.221,23",0.05
397,237,130,1,4779.66,0
6423,3685,144,2,8281.2,0.1
13802,7910,125,-1,69.2,0
2226,1264,14,2,1444.26,
14872,8542,379,3,"R$ 8.898,19",0.05
22470,12876,170,-1,"R$ 4.662,22",0.1
23130,13251,62,1,,0.05
7623,4355,387,1,8588.01,0
12574,7204,155,1,"R$ 1.699,01",0
3457,1976,433,1,"R$ 390,60",0
22345,12802,333,1,"R$ 7.116,46",0
2816,1605,500,1,"3756,83",0
26054,14921,246,1,4873.96,0
23277,13335,440,2,1819.71,0.15
25844,14794,446,1,"R$ 1.534,02",0.1
11307,6456,136,1,"8955,07",0
24545,14059,297,3,6232.61,0.1
8866,5057,521,1,"R$ 3.615,14",0.05
22323,12789,74,-1,1571.24,0
14997,8617,589,1,4257.86,0.1
1896,1072,157,1,4114.36,0
16385,9389,224,1,2562.62,0
5872,3363,445,1,"R$ 6.962,68",0
9538,5445,552,1,5080.6,0.05
3052,1743,225,1,"5120,33",0.15
7685,4388,533,-1,465.04,0.15
9244,5276,555,2,"R$ 1.762,62",0
13396,7676,471,1,,0.15
4819,2777,556,3,"R$ 8.469,86",0
10145,5789,475,1,3469.22,0
2890,1654,189,1,"8407,85",0.05
21825,12501,239,1,7387.64,0
13517,7756,8,3,4122.18,0
1704,970,20,1,7341.05,0
6677,3827,162,1,"R$ 6.777,31",0
13446,7708,507,1,3916.09,0
20942,11983,66,1,"R$ 6.707,62",0
6195,3549,545,1,"R$ 1.598,19",0
23908,13696,229,1,"7073,38",0
18806,10770,490,2,"R$ 3.986,52",0.1
10076,5754,530,1,3366.21,0.1
2539,1444,439,1,3909.77,0
11279,6445,351,1,3822.68,0
17784,10182,200,2,"R$ 4.668,18",0
63,42,416,2,7004.92,0.05
10979,6271,491,1,"1948,57",0
3708,2125,229,1,7073.38,0
24839,14222,237,3,1695.30,0
20482,11730,501,0,606.32,0
21334,12203,396,1,3865.1,0
10525,6007,104,1,"R$ 3.146,60",0
10669,6087,314,1,"R$ 594,06",0
514,298,89,1,4948.7,0.15
19842,11362,595,1,"R$ 5.983,97",0.05
19259,11020,516,1,1254.9,0
24390,13965,189,1,"R$ 8.631,23",0.1
4185,2420,297,1,6232.61,0.15
7838,4477,372,1,3266.17,0.1
6261,3588,63,2,2070.54,0
10621,6060,592,1,8849.39,
7518,4299,348,1,"5230,75",0
16732,9576,388,1,3559.79,0
5822,3336,414,1,"8557,53",0
22946,13143,328,2,,0
24972,14297,86,1,8570.63,0
5789,3316,527,2,4048.37,0
6635,3804,576,1,"R$ 8.191,24",0
10593,6044,9,1,4598.31,0
22672,12991,410,2,"5400,81",0
14744,8466,554,1,7098.55,0.1
1788,1013,147,1,"7651,28",0
2525,1435,458,1,"1199,03",
17634,10090,176,-1,7851.98,0
25268,14455,506,1,8136.83,0
468,275,261,1,"R$ 857,43",0
9459,5404,265,1,3702.06,
7686,4389,569,1,845.86,0.1
6131,3513,425,3,923.61,0
1712,973,291,2,623.84,0
12045,6903,39,2,"2408,77",0
15301,8784,568,1,7618.59,0
11702,6695,419,1,2283.85,0
6102,3496,340,1,7454.58,0
1064,602,71,1,2175.1,0
9767,5579,107,1,2054.49,0.05
1331,764,376,-1,"6139,83",0
22438,12855,566,1,"R$ 4.050,41",0
17774,10177,466,1,"R$ 5.737,43",0
4889,2813,138,3,3195.79,0
16514,9455,496,1,,0.1
15582,8933,151,1,7786.33,0.05
15294,8780,597,1,2200.15,0
10930,6239,398,1,"R$ 5.430,78",0
6857,3929,374,1,5449.05,0.1
2329,1324,421,1,1107.61,0
5048,2901,70,1,"R$ 7.314,87",0
18599,10659,35,1,7140.92,0.1
15232,8747,128,1,5683.69,0
3887,2242,588,0,916.87,0
2376,1347,140,1,1824.04,0
19622,11224,33,2,"R$ 7.924,51",0.05
13589,7796,62,1,8968.41,0
1462,833,173,1,"4467,93",0.15
12274,7033,536,0,3077.97,0
25596,14655,388,3,"R$ 3.559,79",0
17296,9900,541,2,7239.29,0
11395,6508,453,1,"R$ 8.732,67",
18322,10507,369,3,4469.51,0
14334,8213,504,1,"R$ 5.976,91",0
12231,7008,450,1,7990.91,0.1
14699,8441,220,2,"R$ 931,58",0.15
2217,1259,578,2,7548.77,0
462,272,88,1,4754.9,0
4211,2435,72,1,5039.74,0
448,264,135,1,"R$ 4.663,77",0
18955,10853,104,3,3022.43,
14978,8605,306,1,501.55,
23023,13192,236,3,"R$ 2.285,75",
13936,7984,479,1,"R$ 7.397,47",0
12084,6929,51,-1,3523.11,0
15834,9078,148,1,443.53,0
3975,2295,172,1,"4094,57",0.05
16940,9692,545,1,"1598,19",0.15
9704,5543,124,1,"8126,82",0
19050,10904,106,2,,
10422,5955,456,0,8621.93,0
8287,4732,104,1,3146.60,0
5522,3162,129,1,"472,55",0
2975,1702,151,1,7786.33,0
8549,4872,398,1,"5430,78",0
1209,689,275,0,1462.46,0
1945,1098,277,1,"R$ 5.120,65",0.05
14876,8544,509,2,8677.25,0
24791,14198,453,1,8732.67,0
15768,9037,528,1,8593.34,0.1
21949,12576,3,1,2647.73,0
23827,13647,386,1,5343.48,0
17086,9772,579,2,"R$ 2.194,39",0
7539,4310,523,2,"R$ 3.229,17",0
23383,13391,141,1,,0
20174,11554,174,1,4658.23,
26189,14999,505,3,"R$ 3.461,76",0
1895,1071,275,1,"R$ 1.462,46",0
24178,13852,592,2,8849.39,0.15
2689,1533,477,2,3266.27,0
3248,1851,202,1,"2896,92",0
1643,940,277,1,5569.47,0
20140,11533,320,1,"R$ 7.429,64",0
19904,11395,457,3,2364.41,0
13970,8006,477,1,"R$ 3.993,74",0.05
21869,12530,405,1,"5966,18",0
9955,5687,92,1,"5571,79",0.15
19997,11449,592,2,"R$ 8.849,39",0
7595,4341,255,2,3534.89,0
10378,5932,170,1,4662.22,0
3429,1959,293,-1,"R$ 8.484,65",0.1
10211,5824,385,1,"R$ 6.550,51",0
25113,14375,313,1,2951.45,0
8215,4691,24,2,"5596,19",
15860,9089,587,0,"R$ 1.124,85",
8249,4710,16,2,8666.04,0.15
11328,6469,703,1,"R$ 1.086,39",0
20233,11586,344,1,2342.18,0
23714,13581,86,1,"R$ 8.570,63",0
24619,14102,185,1,"7300,45",0
14484,8310,264,2,"1356,12",0
15624,8953,126,1,"5383,37",0
24729,14161,342,1,885.25,0.05
219,129,265,1,3702.06,0
18684,10704,416,1,7004.92,0
15416,8849,426,1,5853.96,0.15
7088,4048,345,1,8883.58,0
21863,12525,187,1,"R$ 1.026,76",0.15
18112,10378,170,1,4662.22,0.05
1276,734,310,1,,0
6712,3846,421,1,1107.61,0.05
22395,12832,437,0,8019.05,0
7808,4460,7,1,2453.61,0.1
25604,14660,279,3,8295.55,0
13357,7653,399,1,"7131,62",0.1
11192,6394,137,2,4409.93,0
25764,14752,158,1,"R$ 8.452,75",0.1
8806,5019,305,1,7684.6,0
13705,7856,595,1,"R$ 5.983,97",0
12426,7120,537,-1,"R$ 2.856,18",0
11171,6382,125,1,"R$ 73,54",0
20442,11705,95,1,"R$ 5.976,13",0
7929,4532,197,2,"R$ 5.643,56",0.1
8985,5124,58,1,"170,85",0
16642,9521,22,2,"R$ 1.633,75",0
22359,12812,289,1,5163.59,
10347,5913,182,1,"R$ 4.427,38",0
9620,5488,368,1,7360.46,0
20770,11886,36,1,"R$ 5.735,52",0
22994,13176,129,1,"472,55",0
13336,7641,281,1,3380.96,0
7083,4046,441,1,7530.27,0
1665,950,280,1,2176.93,0
12785,7320,264,2,"R$ 1.314,41",0
