review_id,product_id,customer_id,rating,review_text,review_date
3299,168,665,4,,03/12/2024 17:39
608,287,1948,5,"Produto muito bom, chegou rápido!",2026/04/21
3096,121,1246,3,Não gostei da qualidade do material.,2025/07/16
7217,26,2763,5,Atendeu minhas expectativas.,03/01/2025
6363,197,2800,4,Entrega demorou mais do que o esperado.,02/03/2026
6078,71,2215,0,Atendeu minhas expectativas.,2025/08/17
1426,23,171,5,,04/03/2026 06:38
6411,177,2907,4,,2024-11-15T10:38:37
2674,404,2999,1,Atendeu minhas expectativas.,02-10-2025
4069,6,697,4,,2025-04-21
1919,153,2744,1,Entrega demorou mais do que o esperado.,28/03/2025
802,283,196,3,Entrega demorou mais do que o esperado.,29/10/2024
2132,316,2043,1,"Poderia ser melhor, mas cumpre o que promete.",24-12-2024
1942,31,1004,5,"Poderia ser melhor, mas cumpre o que promete.",2026/02/07
7421,523,60,,"Excelente custo benefício, recomendo.",2026-02-14
1694,372,1421,4,Atendeu minhas expectativas.,08/30/2025
6482,199,2979,5,"Produto muito bom, chegou rápido!",0000-00-00
1333,446,1699,1,Não gostei da qualidade do material.,16-02-2025
7196,272,538,5,"Excelente custo benefício, recomendo.",11/25/2025
5379,150,2378,4,NÃ£o gostei da qualidade do material.,0000-00-00
1411,241,952,4,Não gostei da qualidade do material.,01/17/2026
1816,395,1425,1,"Poderia ser melhor, mas cumpre o que promete.",2026-03-02T22:48:51
3543,25,486,5,,19/05/2026
6486,315,2988,5,"Ótimo produto, super indico!",09/17/2025
5605,108,1999,5,,19/02/2025
5233,65,2374,6,Entrega demorou mais do que o esperado.,2025-07-15
4126,429,1410,2,"Ãtimo produto, super indico!",29-07-2024
927,80,638,1,"Poderia ser melhor, mas cumpre o que promete.",26-01-2026
356,394,714,5,"Veio com defeito, tive que trocar.",0000-00-00
7128,583,1430,1,"Produto muito bom, chegou rápido!",2024-10-18
1404,333,2377,3,Entrega demorou mais do que o esperado.,2025-04-15T10:56:09
2572,252,1360,5,"Ãtimo produto, super indico!",2025-03-29T13:56:59
4520,158,2284,5,"Veio com defeito, tive que trocar.",2025-07-14
3265,146,897,0,Entrega demorou mais do que o esperado.,17/04/2025
122,195,2100,5,"Ótimo produto, super indico!",25/01/2025 10:13
1342,138,1508,4,"Poderia ser melhor, mas cumpre o que promete.",25-02-2026
797,482,2059,5,"Ótimo produto, super indico!",0000-00-00
6144,406,14,4,"Ãtimo produto, super indico!",2025/12/13
144,448,2772,3,"Poderia ser melhor, mas cumpre o que promete.",2024-11-05
5186,545,572,5,"Ótimo produto, super indico!",16-05-2025
2672,311,2606,0,Atendeu minhas expectativas.,08/08/2024 06:03
463,65,1382,4,,2025-09-11T13:51:15
3747,241,1112,,"Veio com defeito, tive que trocar.",07/13/2026
2063,503,1315,4,,
2216,240,2235,3,,13/01/2025
3178,422,116,0,Entrega demorou mais do que o esperado.,0000-00-00
2958,510,798,5,"Poderia ser melhor, mas cumpre o que promete.",2025-05-05T19:34:31
3536,528,1517,1,"Veio com defeito, tive que trocar.",2025-09-26T11:45:23
6428,2,2831,1,"Veio com defeito, tive que trocar.",
5829,331,2465,5,"Excelente custo benefício, recomendo.",
1445,190,1507,5,"Veio com defeito, tive que trocar.",
3752,243,2668,,Entrega demorou mais do que o esperado.,2025-12-17
1288,112,1031,1,"Poderia ser melhor, mas cumpre o que promete.",0000-00-00
2881,152,2689,6,,09-09-2025
870,429,2206,0,,16/04/2025
6794,262,147,3,Atendeu minhas expectativas.,26/02/2026 04:58
3438,407,2837,4,"Excelente custo benefício, recomendo.",07/08/2025 18:28
520,85,2583,5,Não gostei da qualidade do material.,2026/01/02
658,11,2503,3,,07/10/2026
1088,170,118,3,Não gostei da qualidade do material.,2024-08-13T05:33:15
2871,271,1795,4,Não gostei da qualidade do material.,2025-08-23
2503,367,2391,3,"Veio com defeito, tive que trocar.",2025-02-09T17:52:30
3610,463,104,5,"Excelente custo benefício, recomendo.",08/07/2024
6410,362,2004,,Entrega demorou mais do que o esperado.,06-01-2025
7861,550,633,5,"Produto muito bom, chegou rápido!",2025-04-28T13:50:39
1223,271,424,2,"Poderia ser melhor, mas cumpre o que promete.",2025-11-30T10:35:26
6391,435,1327,5,"Veio com defeito, tive que trocar.",2026-02-12T20:09:24
4264,327,53,5,"Excelente custo benefício, recomendo.",07/04/2026
5192,555,2869,5,"Excelente custo benefício, recomendo.",2025-04-22
3312,51,2909,3,Atendeu minhas expectativas.,04/24/2026
70,475,1108,4,Atendeu minhas expectativas.,2024-10-31T20:45:40
4645,341,754,5,"Ótimo produto, super indico!",28-02-2026
108,479,2839,4,,0000-00-00
662,193,2903,4,"Veio com defeito, tive que trocar.",2025/09/27
3236,400,14,4,"Ótimo produto, super indico!",13-09-2024
5199,540,1826,5,,0000-00-00
2015,50,2280,6,"Produto muito bom, chegou rÃ¡pido!",05/01/2025
337,506,486,5,"Ótimo produto, super indico!",02/19/2026
4716,36,328,5,,
7100,125,2576,4,"Produto muito bom, chegou rápido!",13-02-2026
6330,8,983,2,"Poderia ser melhor, mas cumpre o que promete.",2026-05-25T18:52:17
4970,168,2030,4,"Excelente custo benefício, recomendo.",2026/05/07
1469,181,986,4,Atendeu minhas expectativas.,
6721,539,1366,5,Atendeu minhas expectativas.,01/26/2026
3954,296,2751,3,"Veio com defeito, tive que trocar.",10/01/2026
2957,263,1593,4,Entrega demorou mais do que o esperado.,06/19/2025
2911,27,1874,4,Atendeu minhas expectativas.,2026/06/19
4852,402,746,4,Atendeu minhas expectativas.,2024/08/31
4925,198,498,5,Entrega demorou mais do que o esperado.,2025-05-31
6120,77,43,1,"Excelente custo benefício, recomendo.",10/26/2024
2401,508,176,0,"Ótimo produto, super indico!",12/14/2024
4919,223,1028,5,,
705,533,2648,3,Entrega demorou mais do que o esperado.,2026/04/30
5141,490,971,5,,07/08/2025
4761,34,1711,5,"Excelente custo benefício, recomendo.",2024-10-27
5294,202,1604,,"Ótimo produto, super indico!",04/20/2026
6114,62,659,0,"Produto muito bom, chegou rápido!",18/10/2024 21:45
5066,161,1724,4,,2026-07-05
1811,216,1990,5,"Veio com defeito, tive que trocar.",2024-08-19
7483,344,2278,4,,2024/09/23
3777,227,524,5,"Excelente custo benefício, recomendo.",03-12-2024
3305,248,1219,4,Atendeu minhas expectativas.,2024-11-03
1766,47,2231,4,"Poderia ser melhor, mas cumpre o que promete.",01/01/2026
2372,207,175,0,,2024-11-13T20:03:00
2212,206,456,5,"Ótimo produto, super indico!",2025-12-31T02:44:06
7978,105,584,4,"Excelente custo benefício, recomendo.",05/22/2025
5791,520,601,4,"Excelente custo benefÃ­cio, recomendo.",27/03/2026
3095,579,2134,5,"Excelente custo benefÃ­cio, recomendo.",01/13/2026
7598,302,848,3,,2024-11-03T22:09:10
361,225,1311,,"Produto muito bom, chegou rápido!",06-07-2026
5620,121,1607,5,"Excelente custo benefício, recomendo.",2025-11-26T00:24:39
7114,197,1309,5,"Poderia ser melhor, mas cumpre o que promete.",2026/02/18
7854,36,895,5,"Veio com defeito, tive que trocar.",15-06-2025
3702,350,2132,5,"Produto muito bom, chegou rápido!",02/22/2025
7689,28,869,5,,08/10/2024
1311,513,2816,3,"Veio com defeito, tive que trocar.",2024-11-26T16:49:55
4046,3,1490,5,,07/12/2025
4435,62,2217,5,Entrega demorou mais do que o esperado.,2025-06-16T15:47:08
1102,318,117,4,Entrega demorou mais do que o esperado.,2025-11-04T04:36:14
6586,117,2743,5,"Ótimo produto, super indico!",2024-07-15
4017,344,1261,1,Atendeu minhas expectativas.,2025-06-09T22:53:36
2378,435,2681,1,Não gostei da qualidade do material.,2025/09/23
6998,69,2831,3,Entrega demorou mais do que o esperado.,22/07/2025
2754,266,1914,3,Não gostei da qualidade do material.,12/09/2025
1726,285,2662,3,"Produto muito bom, chegou rápido!",09/06/2026
147,103,772,5,"Veio com defeito, tive que trocar.",2026-07-13T04:08:55
5373,366,1579,,Entrega demorou mais do que o esperado.,13-12-2025
3611,566,858,5,"Ótimo produto, super indico!",2026-01-20
3592,530,394,5,"Ótimo produto, super indico!",2025-03-01
4813,57,1427,5,"Poderia ser melhor, mas cumpre o que promete.",02/27/2026
3743,80,1096,4,"Veio com defeito, tive que trocar.",07/12/2024 15:01
7796,28,1549,3,Entrega demorou mais do que o esperado.,2025-11-14
4081,79,1871,6,"Poderia ser melhor, mas cumpre o que promete.",2025/12/15
1812,577,723,0,"Ótimo produto, super indico!",2024-12-27
6084,63,693,5,,2026-06-08
7941,298,2964,3,,2026-05-09
7551,395,678,5,Entrega demorou mais do que o esperado.,13/07/2026
2071,409,2141,4,"Produto muito bom, chegou rápido!",2025-09-27
6658,264,771,1,"Ótimo produto, super indico!",2024/08/14
6856,70,1676,5,"Excelente custo benefício, recomendo.",2025-08-10
1971,368,1942,2,Não gostei da qualidade do material.,31/08/2025
2382,63,1506,4,Atendeu minhas expectativas.,20-10-2025
7701,241,2981,4,Entrega demorou mais do que o esperado.,2026-02-03
2726,35,1734,5,,2025-05-17T05:50:21
3144,286,1293,5,"Veio com defeito, tive que trocar.",2026/05/01
4777,400,2303,,"Produto muito bom, chegou rápido!",2026-05-20T20:07:27
6385,590,1747,5,"Poderia ser melhor, mas cumpre o que promete.",06/28/2026
6968,426,2488,5,"Excelente custo benefÃ­cio, recomendo.",2024-10-16
6217,553,892,5,"Ótimo produto, super indico!",12-12-2025
294,45,2709,4,"Poderia ser melhor, mas cumpre o que promete.",31/05/2025 21:14
5675,222,841,5,"Produto muito bom, chegou rápido!",06/09/2024 09:24
3112,121,780,4,"Poderia ser melhor, mas cumpre o que promete.",2025-02-27T01:53:48
1251,460,2045,4,Entrega demorou mais do que o esperado.,2026/03/15
743,572,2549,3,"Excelente custo benefício, recomendo.",04/12/2026
4814,58,74,1,"Excelente custo benefício, recomendo.",02/06/2025 22:44
5340,595,168,5,,02/03/2025 13:08
3283,80,1076,5,"Produto muito bom, chegou rápido!",11/23/2024
1076,15,1708,1,"Ótimo produto, super indico!",09-10-2025
7041,130,2614,5,"Veio com defeito, tive que trocar.",04/26/2025
2340,559,1763,2,Não gostei da qualidade do material.,03/22/2026
6832,351,2520,5,,2025/09/18
1778,28,2404,0,,
7661,465,708,6,"Ótimo produto, super indico!",20/09/2024 23:36
4555,578,1774,5,Entrega demorou mais do que o esperado.,2024/10/11
4305,553,2349,3,Atendeu minhas expectativas.,07/09/2025
1285,490,1720,3,,2026/02/12
6136,430,2562,5,Não gostei da qualidade do material.,09/02/2025
5802,336,332,5,Não gostei da qualidade do material.,2026/06/15
2193,479,1050,4,Não gostei da qualidade do material.,21-04-2026
7534,593,2325,4,,2025-09-24
7354,21,487,4,"Ótimo produto, super indico!",2024-10-08
5701,17,1413,4,Não gostei da qualidade do material.,2024-12-18
5299,124,227,4,"Ãtimo produto, super indico!",2025/05/08
4653,381,2606,4,"Poderia ser melhor, mas cumpre o que promete.",17/01/2025
6763,394,2512,,Atendeu minhas expectativas.,0000-00-00
1755,578,1175,3,,29/04/2025 04:45
7515,96,2355,4,Atendeu minhas expectativas.,2024-07-17
5988,378,165,4,Não gostei da qualidade do material.,2026-02-13T16:34:08
3833,262,1033,4,Não gostei da qualidade do material.,23/04/2025 00:03
6215,49,2030,5,Atendeu minhas expectativas.,2026-01-25
7279,386,295,4,Atendeu minhas expectativas.,14-08-2024
7097,103,1402,4,,16-03-2025
198,20,2802,3,"Produto muito bom, chegou rápido!",07/09/2026
132,433,946,3,,20/09/2025 12:06
2351,289,2305,0,Atendeu minhas expectativas.,24/12/2025 05:44
567,284,377,2,,31/10/2025
6690,318,1900,3,"Ãtimo produto, super indico!",13/01/2025
7883,589,1901,,"Excelente custo benefício, recomendo.",06/13/2026
7871,81,963,5,Entrega demorou mais do que o esperado.,28-04-2026
626,459,1650,4,"Produto muito bom, chegou rápido!",2026-02-25T09:52:24
7791,126,2754,1,Entrega demorou mais do que o esperado.,11/13/2024
838,417,2064,4,"Veio com defeito, tive que trocar.",18/10/2025 05:01
1429,538,1036,5,Atendeu minhas expectativas.,02/11/2024
2916,548,933,4,Entrega demorou mais do que o esperado.,2025-09-10T18:10:07
5212,282,1274,4,Entrega demorou mais do que o esperado.,05-12-2025
1409,338,2147,3,,14/02/2025
4951,178,2760,3,"Excelente custo benefício, recomendo.",2026-01-23T11:33:56
3795,433,278,1,Entrega demorou mais do que o esperado.,15/11/2025
4964,504,1246,4,,2025/03/15
2592,455,435,3,"Ótimo produto, super indico!",01/03/2026
1974,362,715,4,Entrega demorou mais do que o esperado.,0000-00-00
6564,115,1476,5,Entrega demorou mais do que o esperado.,02/14/2025
1394,7,49,4,"Produto muito bom, chegou rápido!",08/16/2025
91,262,2865,5,"Excelente custo benefício, recomendo.",2024/10/11
5666,267,2708,4,"Poderia ser melhor, mas cumpre o que promete.",04/16/2025
1932,597,665,3,,25/09/2025 02:27
7874,158,1012,5,"Produto muito bom, chegou rápido!",2025/09/25
1304,362,1685,5,,24-03-2026
1641,112,1347,4,Não gostei da qualidade do material.,22/03/2026 20:01
741,133,157,3,,19/01/2025 01:37
2043,172,2869,4,,14-10-2024
4740,345,1924,5,"Excelente custo benefício, recomendo.",06/22/2025
4680,283,1186,3,"Veio com defeito, tive que trocar.",14/09/2024
7838,533,1314,0,,2026-01-01T08:18:19
1396,264,152,4,"Ótimo produto, super indico!",05/04/2025
7338,382,549,4,"Poderia ser melhor, mas cumpre o que promete.",2024-09-12
31,465,1211,5,Atendeu minhas expectativas.,2026-03-01T07:10:52
3901,382,1683,4,"Ótimo produto, super indico!",02-04-2025
354,299,684,5,Não gostei da qualidade do material.,2024-09-27
130,148,585,5,"Poderia ser melhor, mas cumpre o que promete.",2026-02-06T01:37:55
74,572,601,4,,26/09/2025
1547,392,2475,5,Entrega demorou mais do que o esperado.,13/05/2026
2313,150,409,3,Não gostei da qualidade do material.,19/09/2025
7856,439,1746,4,"Veio com defeito, tive que trocar.",04-02-2025
6177,528,2112,4,Atendeu minhas expectativas.,2025-10-03
5773,92,1899,4,,01/05/2025
3947,178,750,4,Entrega demorou mais do que o esperado.,28/05/2025 23:12
7439,94,2994,4,,0000-00-00
5822,190,2145,4,"Poderia ser melhor, mas cumpre o que promete.",30/06/2026 07:24
7543,122,2266,3,"Veio com defeito, tive que trocar.",2026-05-10
4512,346,1270,4,,2024-10-11
1530,273,2323,3,"Poderia ser melhor, mas cumpre o que promete.",02/05/2025 16:42
798,146,2639,3,Entrega demorou mais do que o esperado.,2026-04-06T16:56:06
6840,63,763,5,"Excelente custo benefício, recomendo.",15/05/2026
7297,305,2271,4,Atendeu minhas expectativas.,10/10/2024 16:22
4509,396,1567,5,"Ótimo produto, super indico!",07/13/2025
3437,169,2964,5,"Excelente custo benefício, recomendo.",13/11/2025
3264,68,857,3,Entrega demorou mais do que o esperado.,2025/05/17
3914,404,912,4,"Produto muito bom, chegou rÃ¡pido!",11-01-2026
2009,184,1505,5,"Veio com defeito, tive que trocar.",
136,561,393,5,"Excelente custo benefício, recomendo.",04/20/2026
4434,116,2064,1,,04/28/2026
2003,139,1460,1,,2025-06-10T13:25:20
1120,270,2408,1,Entrega demorou mais do que o esperado.,2024-09-10
4600,64,2171,4,Entrega demorou mais do que o esperado.,08/03/2025
164,138,2835,3,"Veio com defeito, tive que trocar.",26-03-2025
1021,525,1764,3,Entrega demorou mais do que o esperado.,01/11/2025
6153,195,2559,4,"Ótimo produto, super indico!",11-08-2025
5890,254,647,3,"Poderia ser melhor, mas cumpre o que promete.",2024-08-17T18:48:32
4504,529,1945,,,2025/02/10
2455,188,662,5,"Excelente custo benefÃ­cio, recomendo.",2025-11-16T19:52:21
6476,472,977,1,"Excelente custo benefício, recomendo.",2024-07-31
7470,34,2295,5,Atendeu minhas expectativas.,0000-00-00
2825,489,973,4,"Ótimo produto, super indico!",0000-00-00
3111,343,12,,Atendeu minhas expectativas.,0000-00-00
1472,251,847,5,Entrega demorou mais do que o esperado.,2025/05/20
526,86,2683,,"Produto muito bom, chegou rápido!",17/01/2025
2783,405,1180,2,Entrega demorou mais do que o esperado.,2024/09/09
3714,509,2711,5,,24-12-2025
7499,515,1504,5,Entrega demorou mais do que o esperado.,2025-02-22
5196,159,509,5,"Poderia ser melhor, mas cumpre o que promete.",0000-00-00
1863,215,1644,4,Atendeu minhas expectativas.,20/01/2025 02:05
6782,182,54,5,"Produto muito bom, chegou rápido!",12/11/2024 14:36
2102,205,2109,1,"Excelente custo benefício, recomendo.",16/02/2026
2771,428,1990,3,"Veio com defeito, tive que trocar.",20/05/2026
5840,441,2670,2,"Poderia ser melhor, mas cumpre o que promete.",03/21/2026
4149,5,645,4,,03/12/2025
5002,56,585,4,,08/07/2026
4090,593,1023,5,Não gostei da qualidade do material.,2026-04-16
4218,171,1536,1,Atendeu minhas expectativas.,
6059,197,1406,5,"Poderia ser melhor, mas cumpre o que promete.",2025/06/24
6952,326,2097,4,"Veio com defeito, tive que trocar.",2025/06/09
3263,363,1519,0,"Ótimo produto, super indico!",23/03/2025
1838,188,1035,3,"Produto muito bom, chegou rápido!",20-11-2024
6074,40,706,4,"Excelente custo benefício, recomendo.",02-06-2026
5332,571,869,5,"Produto muito bom, chegou rápido!",2024/12/16
4075,382,32,5,"Poderia ser melhor, mas cumpre o que promete.",2024-09-28T02:16:40
2442,307,510,5,"Excelente custo benefÃ­cio, recomendo.",2025-07-01T08:32:46
1703,92,1833,5,Não gostei da qualidade do material.,2025-12-07
2860,305,953,4,"Produto muito bom, chegou rápido!",19/10/2025 02:25
1538,277,2734,4,"Veio com defeito, tive que trocar.",2025-01-29T16:56:19
6777,549,2642,4,"Ãtimo produto, super indico!",13/07/2026
656,41,2157,4,"Poderia ser melhor, mas cumpre o que promete.",2026/05/09
1072,451,211,,Não gostei da qualidade do material.,02/09/2025
7069,282,2807,5,"Excelente custo benefício, recomendo.",04/26/2025
7958,340,433,5,"Veio com defeito, tive que trocar.",
7721,566,1598,1,"Poderia ser melhor, mas cumpre o que promete.",2025-09-04
6220,328,780,5,,2024-10-10
3875,451,2773,4,"Poderia ser melhor, mas cumpre o que promete.",07/15/2025
3121,186,2571,1,,2025-03-19T12:08:54
4041,431,1115,5,Atendeu minhas expectativas.,2024/11/09
381,558,802,5,,2024-12-11T23:20:20
5149,156,1954,5,"Excelente custo benefício, recomendo.",06/15/2025
4554,143,2257,3,"Veio com defeito, tive que trocar.",2025-04-05
101,256,1599,4,,2024/10/30
15,412,1140,3,"Ãtimo produto, super indico!",20/10/2025 19:18
6534,477,1010,1,"Veio com defeito, tive que trocar.",2025-06-13
2780,216,2563,4,Entrega demorou mais do que o esperado.,27/03/2026 16:28
413,356,289,4,,06/17/2026
4977,200,171,4,,2025-06-23
782,449,1641,5,Entrega demorou mais do que o esperado.,2026-05-02
1517,176,1278,5,Entrega demorou mais do que o esperado.,30-09-2025
4402,482,519,4,"Produto muito bom, chegou rápido!",2024/11/26
2059,307,1881,4,"Poderia ser melhor, mas cumpre o que promete.",15/06/2025 20:32
6501,358,2857,4,"Poderia ser melhor, mas cumpre o que promete.",22/03/2025
2834,467,1665,3,,15/04/2026 07:19
2991,135,1586,4,Entrega demorou mais do que o esperado.,03-03-2026
6528,280,2072,2,Atendeu minhas expectativas.,2025-04-11
7810,91,2118,5,"Excelente custo benefício, recomendo.",2026-04-14T09:14:16
3340,422,2902,4,Não gostei da qualidade do material.,03/05/2025 01:45
5406,197,2122,5,,02/21/2026
837,225,2835,5,,29/08/2025
4432,109,2413,5,,2025-09-19
5120,589,1759,4,"Produto muito bom, chegou rápido!",18/12/2024
2352,332,1657,4,"Produto muito bom, chegou rápido!",24/02/2025 06:42
3343,88,2019,1,Atendeu minhas expectativas.,2026-05-03T23:28:41
2997,307,1450,4,NÃ£o gostei da qualidade do material.,01/22/2026
41,267,1845,,"Ãtimo produto, super indico!",
7905,387,2685,3,Não gostei da qualidade do material.,2025-10-01T15:16:12
6154,560,1359,3,,30/07/2024
7280,211,2223,2,NÃ£o gostei da qualidade do material.,2025-02-24T04:24:28
444,380,132,5,,15/05/2026 16:08
3166,2,2046,4,"Veio com defeito, tive que trocar.",06/10/2025 09:12
6843,320,352,4,"Poderia ser melhor, mas cumpre o que promete.",2024-07-14T20:16:30
5587,345,2961,4,"Poderia ser melhor, mas cumpre o que promete.",2026/06/12
2712,554,726,5,"Veio com defeito, tive que trocar.",09/02/2024
96,508,2793,2,"Veio com defeito, tive que trocar.",2026-01-25
5936,433,2987,4,,02/09/2024 03:18
3418,109,37,5,Não gostei da qualidade do material.,2024-07-31T20:24:41
6432,482,2297,,Atendeu minhas expectativas.,06/18/2026
7270,171,1358,3,,2025-11-19
4981,566,516,5,Atendeu minhas expectativas.,23-01-2026
2666,475,932,5,"Excelente custo benefício, recomendo.",26-04-2025
4848,320,2288,5,"Poderia ser melhor, mas cumpre o que promete.",2025-08-09
2813,59,1987,,Entrega demorou mais do que o esperado.,2026-06-29
2678,503,12,,,26-02-2026
1955,140,528,5,,27-07-2024
1567,134,1789,3,"Produto muito bom, chegou rÃ¡pido!",13/05/2025 13:52
1720,411,908,5,Não gostei da qualidade do material.,29-01-2025
3529,338,479,5,,31-07-2024
1327,488,720,5,"Ótimo produto, super indico!",05/10/2025
3986,579,1535,5,Não gostei da qualidade do material.,2024-10-08
1031,183,2672,5,"Poderia ser melhor, mas cumpre o que promete.",11/07/2026
4478,320,168,1,"Veio com defeito, tive que trocar.",2026-05-13
4153,426,1803,5,"Ótimo produto, super indico!",10/24/2025
1018,196,341,5,"Veio com defeito, tive que trocar.",13/07/2026 13:54
3894,433,631,3,,04/16/2025
4345,80,661,,"Veio com defeito, tive que trocar.",03/09/2024
318,29,1801,5,"Veio com defeito, tive que trocar.",2025/07/03
4072,82,22,5,"Veio com defeito, tive que trocar.",17/04/2026
7448,264,855,3,,07/01/2025 19:51
4040,158,2822,4,Não gostei da qualidade do material.,17/09/2025 09:08
4093,50,1599,,Entrega demorou mais do que o esperado.,2025/01/18
3579,482,2049,5,"Excelente custo benefício, recomendo.",2024-08-09
6623,259,1648,5,Não gostei da qualidade do material.,03-05-2025
836,438,1093,5,Entrega demorou mais do que o esperado.,2025-04-21T14:46:34
473,370,1453,4,"Poderia ser melhor, mas cumpre o que promete.",10-08-2025
2719,7,2188,4,"Poderia ser melhor, mas cumpre o que promete.",16/04/2025 14:59
4180,138,2956,3,,07/02/2025 11:02
5433,555,1612,3,Entrega demorou mais do que o esperado.,2025-03-27
3828,148,2287,3,"Excelente custo benefício, recomendo.",09-05-2025
2360,431,959,4,Não gostei da qualidade do material.,2025-11-21T01:34:15
231,510,1218,4,"Produto muito bom, chegou rápido!",10/11/2024
3472,415,1085,4,,28/04/2025 03:26
744,315,1758,5,"Produto muito bom, chegou rápido!",30/09/2024 13:41
1410,247,2808,,,14/08/2025 14:55
2446,481,898,3,Não gostei da qualidade do material.,0000-00-00
5806,263,1219,4,Entrega demorou mais do que o esperado.,2025/10/13
1805,275,2064,0,"Poderia ser melhor, mas cumpre o que promete.",2026/06/29
6787,203,89,5,"Veio com defeito, tive que trocar.",2026-04-05T09:53:02
7622,44,1489,4,"Poderia ser melhor, mas cumpre o que promete.",18/10/2024 05:32
1146,408,352,5,,29/05/2026 07:37
1337,524,673,6,"Poderia ser melhor, mas cumpre o que promete.",17/09/2024 15:03
2001,595,1817,3,Atendeu minhas expectativas.,19/08/2024
11,528,1796,4,Atendeu minhas expectativas.,2025/07/14
293,80,849,5,,2025/08/28
4361,554,977,5,,03/12/2025 04:36
4588,93,1152,5,"Ótimo produto, super indico!",2024-07-15T01:38:11
3099,56,2065,4,"Excelente custo benefício, recomendo.",02-08-2025
4344,363,747,4,"Produto muito bom, chegou rápido!",01/02/2025
6447,167,133,,"Excelente custo benefício, recomendo.",2025-08-24T22:11:57
35,319,725,4,"Produto muito bom, chegou rápido!",2024-10-15
5364,125,599,3,"Excelente custo benefício, recomendo.",31/07/2024
2008,491,2211,4,,18-06-2025
4900,107,617,5,"Produto muito bom, chegou rápido!",2025-10-07T17:30:12
887,589,2476,5,"Excelente custo benefício, recomendo.",0000-00-00
816,113,994,3,,2025-08-24T14:59:58
3134,492,1229,4,"Poderia ser melhor, mas cumpre o que promete.",04/11/2025 20:35
6064,238,2295,1,Não gostei da qualidade do material.,2025/06/26
7292,227,2769,5,NÃ£o gostei da qualidade do material.,2025/12/29
6102,311,2550,1,,24/03/2026
1041,504,2641,0,"Produto muito bom, chegou rápido!",2024-10-17T15:28:34
6910,272,2171,3,"Excelente custo benefício, recomendo.",2025-12-30
5830,181,2143,5,"Veio com defeito, tive que trocar.",21/07/2024 11:35
7237,66,2235,4,"Poderia ser melhor, mas cumpre o que promete.",06-04-2026
7316,488,432,4,"Ótimo produto, super indico!",08/12/2024 13:00
168,350,821,4,Entrega demorou mais do que o esperado.,19-05-2025
2614,354,1928,1,,06/05/2025 00:10
7099,70,1192,4,"Poderia ser melhor, mas cumpre o que promete.",04/12/2025 09:14
1650,103,2622,5,"Poderia ser melhor, mas cumpre o que promete.",15/01/2026 00:35
4122,429,390,3,,2025-01-18T05:20:58
7897,470,1538,5,,30/03/2025
1747,52,899,4,"Excelente custo benefício, recomendo.",2025-12-02T18:20:08
165,430,1617,,"Excelente custo benefício, recomendo.",04/11/2025
861,343,2834,3,"Veio com defeito, tive que trocar.",14/05/2025 19:51
1064,68,698,5,Não gostei da qualidade do material.,07/01/2025
1798,586,643,5,"Veio com defeito, tive que trocar.",
2774,291,2834,3,,2025/07/03
1441,327,709,4,"Excelente custo benefício, recomendo.",10-09-2024
3494,224,883,5,Atendeu minhas expectativas.,29-10-2024
3352,560,479,4,,11/21/2024
7987,14,1130,4,Entrega demorou mais do que o esperado.,2025-08-24
6401,117,1239,0,"Produto muito bom, chegou rápido!",2024-12-22T08:45:07
929,212,2722,3,Entrega demorou mais do que o esperado.,2024-09-07T22:46:01
3731,161,811,4,"Excelente custo benefício, recomendo.",0000-00-00
1535,151,1755,1,"Veio com defeito, tive que trocar.",2026/02/04
4245,71,1911,2,"Ótimo produto, super indico!",09-03-2025
2354,542,1679,4,Não gostei da qualidade do material.,27/03/2026 05:22
739,279,1541,5,,2025-09-24T04:41:29
4034,369,2491,6,"Ótimo produto, super indico!",
3604,141,2219,6,,2025/04/03
1551,149,1113,4,"Veio com defeito, tive que trocar.",31/12/2025
2775,19,2115,3,"Poderia ser melhor, mas cumpre o que promete.",17/05/2026 10:03
2578,188,782,4,,02/07/2026
6889,82,1739,5,,16/07/2025
3707,206,2796,3,"Produto muito bom, chegou rápido!",11-01-2025
6592,128,2611,0,,
5344,202,672,4,Não gostei da qualidade do material.,09/30/2025
5771,421,1888,3,Entrega demorou mais do que o esperado.,07/14/2024
7054,78,884,4,"Poderia ser melhor, mas cumpre o que promete.",2026/05/11
3770,86,901,5,Atendeu minhas expectativas.,07/01/2026
2273,506,288,4,Entrega demorou mais do que o esperado.,2025-10-22T12:00:09
4138,328,2265,5,,09/30/2024
5835,38,452,4,"Veio com defeito, tive que trocar.",2025-07-05
5513,499,1801,5,Atendeu minhas expectativas.,2025/10/12
7310,268,2780,4,,2025/02/23
5515,572,1749,1,Atendeu minhas expectativas.,0000-00-00
4379,194,1869,4,Entrega demorou mais do que o esperado.,2024-12-25
7416,123,259,5,"Excelente custo benefício, recomendo.",18-06-2026
2293,75,961,5,"Produto muito bom, chegou rápido!",2024-08-30
3905,511,10,4,"Poderia ser melhor, mas cumpre o que promete.",11/04/2026 06:46
2601,140,2387,5,"Produto muito bom, chegou rÃ¡pido!",06/16/2025
4843,232,1863,4,,14/03/2026
7817,235,476,3,"Ótimo produto, super indico!",25/06/2025
1645,454,2211,5,Entrega demorou mais do que o esperado.,04/06/2026
317,56,1801,5,,02/05/2026 07:35
3735,323,2128,3,,21/05/2025 04:21
