order_id,customer_id,order_date,status,payment_method,shipping_city,shipping_state,total_amount
1565,2270,2024-10-27,shipped,CARTAO_CREDITO,GonÃ§alves,PE,"2274,38"
2932,1495,2025-11-01T20:46:16,shipped,paypal,da Luz dos Dourados,RS,9827.6
1464,265,01/10/2025,pending,cartao_credito,Alves da Praia,MG,"R$ 18.944,57"
3560,2967,2024-10-01T10:34:21,PAGO,cartao credito,Costa,PR,"651,29"
5108,1265,2025/03/30,entregue,boleto,Borges,GO,190.19
5178,1120,2026-02-15,REEMBOLSADO,CARTAO_CREDITO,Sampaio do Norte,RS,8452.63
12546,858,2024-09-27T21:38:50,PAGO,boleto,Cavalcanti,AM,1754.67
3349,2883,27/08/2024,ENTREGUE,cartao_credito,Pastor,BA,9830.8
12988,2884,2025-05-16,Entregue,CARTAO_CREDITO,Cirino,RJ,24161.25
4523,2256,2026-05-14T02:44:51,ENTREGUE,boleto,Andrade,SC,16255.04
14746,159,31-07-2025,ENVIADO,cartao_credito,Siqueira,DF,15186.24
12107,879,16/04/2026,ENVIADO,cartao_credito,Azevedo do Galho,RS,7651.28
10422,1564,06/20/2026,delivered,cartao credito,Garcia de da Luz,MG,2160.21
4823,2167,23/03/2025 02:28,delivered,boleto,Aragão,SC,
4603,469,13-08-2025,Pago,Pix,Jesus das Pedras,GO,6389.44
3650,2450,2025/03/23,CANCELADO,,Cavalcante,PE,542.68
2197,1815,19-01-2025,Pago,paypal,da Mata,RS,10802.48
313,87,2025-03-25T07:06:31,PAGO,cartao_credito,Guerra do Oeste,RJ,15859.13
14764,1597,2024/07/19,entregue,Pix,Silveira,RJ,6995.77
2841,2653,15/01/2025,Entregue,pix,Vasconcelos,SC,11092.83
14280,623,,delivered,boleto,Castro,SC,"R$ 15.949,78"
6275,2959,2024-12-13,paid,pix,Casa Grande,CE,37144.31
3471,73,2026/01/07,Entregue,Pix,Caldeira,CE,"R$ 6.500,19"
9877,2077,,delivered,,Fogaça Grande,PE,13755.9
3072,136,10/08/2025 15:35,pending,cartao credito,Martins,RS,1199.03
13424,2579,0000-00-00,Pago,paypal,Moura de Macedo,GO,
4989,548,2024/10/11,ENTREGUE,CARTAO_CREDITO,da Costa,CE,2896.92
3863,360,25/12/2025 06:56,Pendente,cartao credito,Machado do Norte,SC,14980.02
766,750,21-11-2025,Entregue,Pix,Cavalcanti,CE,4166.95
9378,1250,0000-00-00,ENTREGUE,cartao_credito,Moreira,PE,7701.76
4411,112,2026-02-08,paid,cartao_credito,da Rosa,DF,
4026,1775,2025-01-17T22:13:35,entregue,boleto,Cavalcanti do Campo,MG,2553.81
14876,2303,08/12/2024,Entregue,cartao_credito,Nascimento de Minas,CE,5793.84
9125,978,10/21/2025,enviado,paypal,Duarte,DF,"20973,87"
4406,334,2025-10-24T07:54:14,Entregue,Pix,Cassiano,PE,"7239,29"
8803,689,0000-00-00,pendente,paypal,Albuquerque,BA,
6610,1290,31/10/2025 11:32,entregue ,CARTAO_CREDITO,Porto de Pacheco,BA,"3439,8"
3761,2999,2024-09-11T05:10:56,pendente,cartao credito,Casa Grande,SP,8244.4
7262,921,14-09-2025,ENTREGUE,boleto,Ribeiro,PE,"R$ 4.353,78"
9577,2231,17-04-2025,Enviado,pix,Pacheco do Oeste,MG,17472.12
10148,1185,0000-00-00,ENTREGUE,cartao credito,Pastor,DF,13169.24
8852,332,12/30/2024,Entregue,,Nunes Grande,PE,"R$ 12.411,19"
7519,679,12/03/2024,PAGO,Pix,Abreu,CE,
1307,1046,2026-06-11T12:20:44,REEMBOLSADO,paypal,Porto da Serra,DF,"R$ 6.602,32"
14025,2086,24/04/2025,delivered,,Azevedo das Pedras,RJ,21313.8
6609,378,08/25/2025,delivered,Pix,Oliveira,PE,20814.17
14654,1054,0000-00-00,delivered,boleto,Lima,RJ,"2647,73"
765,1167,09/11/2024,Enviado,pix,Cavalcanti da Mata,SP,"R$ 5.215,88"
9543,1065,2025-11-12,paid,cartao_credito,Cirino,PE,"8471,78"
13364,1488,12/09/2025 18:57,entregue,CARTAO_CREDITO,Pires,RS,3984.67
12016,2398,2025/12/29,shipped,paypal,Porto,MG,
2411,1529,2024/12/29,enviado,cartao_credito,das Neves das Flores,AM,"R$ 7.341,05"
10067,2199,12/02/2025,enviado,pix,Jesus do Amparo,RS,9735.79
11857,144,07/16/2024,entregue ,CARTAO_CREDITO,Gomes de Minas,GO,"R$ 12.096,16"
9540,2228,15-10-2025,pending,cartao_credito,Mendes,SC,"R$ 21.422,76"
7818,2757,02/26/2026,pendente,paypal,Ribeiro do Sul,SP,"R$ 11.615,98"
2812,2690,12-05-2025,delivered,paypal,Gomes,RS,"13382,82"
11374,2119,,cancelled,Pix,Martins das Flores,MG,464.33
925,1466,2026-03-01,delivered,CARTAO_CREDITO,Barbosa de Marques,CE,15187.8
2333,196,2024-09-10T07:04:07,Pago,cartao credito,Barbosa,PE,983.09
8245,7,06/02/2026,entregue,pix,Porto de Alves,GO,"R$ 13.015,53"
11582,1654,31/03/2026,delivered,boleto,Fonseca,PE,"R$ 3.034,25"
2748,2296,08-04-2026,Enviado,boleto,Cirino,RS,1183.36
14039,1685,21-01-2025,paid,paypal,Garcia,SP,983.09
9603,1730,02/23/2025,canceled,pix,Cardoso da Serra,AM,8589.73
4806,1026,20/06/2025,pending,CARTAO_CREDITO,Machado de Minas,BA,11312.22
3898,2652,2024-11-06,delivered,paypal,Aparecida do Oeste,RS,916.87
7917,1789,09/02/2025,enviado,,Rezende,AM,18779.73
11627,1500,2026/05/04,pendente,paypal,Azevedo do Norte,RJ,"R$ 1.314,41"
5191,1210,0000-00-00,pending,cartao_credito,da Cruz de Câmara,AM,"R$ 7.555,56"
4118,2781,16-07-2025,ENTREGUE,boleto,Duarte,BA,3671.89
13419,3395,2024-11-07T10:46:16,canceled,boleto,das Neves do Norte,SP,11312.22
1730,1170,01/05/2026 08:01,entregue ,paypal,Sales do Oeste,SC,19615.64
4649,389,2026-01-19,delivered,cartao credito,Almeida,GO,23371.24
353,1138,04/05/2025,pago,boleto,Monteiro Verde,SP,"11629,56"
12684,1369,,Entregue,pix,Ramos das Pedras,MG,8955.07
14503,940,18-12-2024,Cancelado,CARTAO_CREDITO,Santos,SC,7990.91
12238,2188,2025-11-11T00:13:33,ENTREGUE,Pix,da Costa Paulista,CE,819.84
124,1333,08/03/2025,enviado,Pix,da Rocha,DF,145.53
8665,387,0000-00-00,REEMBOLSADO,CARTAO_CREDITO,Vasconcelos,RJ,14606.2
14264,646,2026-02-16,entregue ,pix,Pereira,SC,"R$ 11.982,44"
14071,2426,2024-11-17T18:24:03,enviado,cartao credito,Marques,GO,19813.74
7817,2489,2025/05/24,pendente,boleto,Moreira da Praia,PE,9641.57
13598,1038,01/10/2025,ENVIADO,pix,Castro da Serra,BA,2201.84
6889,110,12/02/2026,cancelled,cartao_credito,Câmara,RS,13360.66
1109,1533,06/14/2025,entregue,paypal,Ferreira,CE,"R$ 21.705,83"
14314,2366,2025-06-24,cancelado,paypal,Mendes de Rios,RJ,"6758,09"
6470,1936,,delivered,Pix,Cunha Verde,CE,21713.84
10641,2715,2026-07-01,delivered,Pix,da Rosa,SP,14859.28
14640,2518,11/07/2026,Cancelado,paypal,Aparecida de Cavalcante,RJ,"R$ 16.312,65"
14149,226,2025/10/11,Entregue,boleto,LeÃ£o,PR,7198.55
903,1078,30/12/2024,ENTREGUE,cartao credito,Viana do Galho,SP,14032.2
6436,2779,02/16/2026,ENVIADO,,da Luz,RS,
752,1444,2024-09-16T22:59:54,delivered,,Aparecida,CE,9911.18
3491,1750,10/07/2025,paid,CARTAO_CREDITO,Rios de Fernandes,GO,"R$ 2.186,57"
14510,1877,28/09/2024,ENTREGUE,paypal,Garcia de Goiás,MG,10508.04
10747,707,11/05/2026,CANCELADO,cartao credito,AragÃ£o,SC,5761.48
6393,585,13/07/2025,entregue ,CARTAO_CREDITO,Pacheco de Marques,RS,19651.53
4214,2863,2025-03-15T19:37:52,PAGO,CARTAO_CREDITO,Mendes da Serra,RJ,"13834,21"
6708,691,12/01/2025 04:04,Entregue,boleto,Rios Verde,PE,"R$ 7.004,92"
5238,593,2025-08-17,Cancelado,paypal,Novaes do Amparo,GO,8425.15
6564,2680,26/04/2025,delivered,paypal,Sá da Mata,RJ,20865.95
3607,2907,17/04/2025 03:55,ENTREGUE,paypal,da Luz,AM,8608.8
11560,249,2026-01-22T06:59:20,Entregue,boleto,Rezende do Amparo,SP,2283.85
5226,1605,22/04/2025 11:02,REEMBOLSADO,Pix,Peixoto do Norte,BA,12684.42
14685,1631,11/06/2026 05:21,paid,pix,Santos,RJ,"R$ 8.675,80"
14564,3360,2026-06-08T04:48:30,Pago,cartao_credito,Machado,MG,3523.11
13198,133,2026-02-15,entregue,boleto,Campos dos Dourados,CE,"R$ 8.851,55"
8372,57,2025-01-19T12:05:58,Cancelado,,Sousa,RJ,"R$ 4.779,36"
14752,1434,02/11/2025,cancelado,cartao credito,Machado,GO,31164.37
5947,2934,24/09/2025 10:53,shipped,cartao credito,Macedo,CE,11120.23
11503,2298,2025-02-05T09:31:59,Cancelado,CARTAO_CREDITO,Pinto de Silva,DF,"4683,61"
2081,2192,2025-08-19,ENTREGUE,boleto,Ferreira das Pedras,PR,19514.85
4533,2374,2024/07/18,paid,cartao_credito,Aparecida de Melo,PR,4622.48
6688,1270,11/12/2025 18:21,Pendente,,Gonçalves de Vieira,SC,5120.33
8705,321,05/08/2024,shipped,Pix,Freitas,DF,11615.44
5111,1575,30/06/2025 09:10,entregue ,Pix,Sampaio do Campo,PE,"R$ 16.868,46"
2552,739,2025/05/07,enviado,Pix,Borges,DF,3380.96
2999,1800,22-01-2026,pending,cartao_credito,Cavalcanti da Prata,GO,"R$ 12.862,48"
3828,2848,07/06/2025,paid,CARTAO_CREDITO,Silveira de Cavalcanti,CE,"R$ 8.635,23"
258,2330,06/09/2026,entregue,paypal,Mendonça de Lopes,SP,"13830,32"
7501,2441,0000-00-00,pendente,pix,Porto do Campo,DF,"R$ 3.892,84"
12727,2888,10-10-2024,ENVIADO,pix,Melo das Flores,MG,11594.22
523,234,12/06/2026,paid,boleto,da Rosa da Mata,SC,33587.98
8261,2929,2025/03/17,Pago,,Andrade,PE,16814.55
12394,870,0000-00-00,cancelled,,Mendonça,BA,9180.88
14669,1250,13/11/2024 08:53,entregue ,Pix,Alves,GO,"335,25"
14359,2040,09/02/2026,REEMBOLSADO,CARTAO_CREDITO,Porto,BA,"R$ 2.194,39"
4323,716,2025-07-31,shipped,,Cavalcanti das Flores,PE,"R$ 34.501,92"
5776,836,0000-00-00,entregue,,Nunes,RS,"9160,51"
648,58,25/05/2026 15:59,entregue ,,Moraes,SP,"R$ 21.546,44"
2020,811,,entregue ,,Rocha,SP,5958.13
13823,1863,02/05/2025,entregue ,Pix,Cirino Grande,SC,"R$ 8.157,11"
4136,113,2025-05-10,cancelled,CARTAO_CREDITO,Azevedo Grande,CE,
13507,1645,24/03/2026,entregue,pix,Cirino,DF,"14099,56"
8441,2209,2025/02/24,PENDENTE,cartao credito,Cassiano,AM,1863.16
5682,133,2026/04/03,REEMBOLSADO,cartao credito,Fogaça Verde,MG,"8255,88"
2361,585,11/04/2025,pago,cartao_credito,AraÃºjo do Campo,MG,
9295,2963,05-08-2025,Entregue,Pix,Moraes de Pimenta,RS,7357.2
5599,2774,,entregue ,cartao_credito,Lima de Siqueira,PE,
10423,2242,08/20/2024,cancelled,paypal,Casa Grande,BA,26721.68
3571,176,16/10/2024,shipped,CARTAO_CREDITO,Ramos,AM,16974.30
4463,2335,2025-05-09,ENTREGUE,boleto,da Paz do Oeste,AM,12182.11
13417,2249,2024/12/31,PAGO,CARTAO_CREDITO,Rodrigues de Minas,BA,"12082,79"
5440,171,22-11-2024,delivered,paypal,Borges,RJ,"17491,53"
13741,1257,03/06/2025,pago,boleto,Ramos,GO,7509.86
10793,2087,06-09-2025,entregue ,Pix,Moraes,MG,19085.35
105,897,03/11/2024 08:15,CANCELADO,CARTAO_CREDITO,Cirino do Campo,SP,"R$ 7.576,58"
2219,2785,08/08/2024,PAGO,Pix,Moraes,AM,1593.21
7599,2898,2025-09-09,entregue,paypal,Rios,SP,12367.8
9717,1570,08/09/2024,Entregue,paypal,Marques de Goiás,BA,6259.19
12455,493,25-10-2025,Pendente,,Cassiano do Amparo,AM,"13336,53"
8719,1830,16-11-2024,Entregue,CARTAO_CREDITO,Ramos Verde,PR,"13866,71"
4182,2405,05/14/2025,entregue ,cartao_credito,Casa Grande,CE,5766.22
651,1249,2025/07/13,enviado,paypal,Fernandes do Sul,PR,
13937,2004,05-01-2025,ENTREGUE,CARTAO_CREDITO,Moreira,CE,
13121,2700,08/05/2024,PAGO,CARTAO_CREDITO,Siqueira,SC,
13320,1643,13/01/2025,entregue,cartao_credito,Vasconcelos,PR,"R$ 6.247,03"
8446,885,2026-04-29T11:11:05,delivered,Pix,Nascimento de Novais,PE,30178.66
2825,228,06/10/2025,Enviado,CARTAO_CREDITO,Martins,SP,"17115,06"
2212,372,09/30/2024,paid,cartao_credito,Vargas,SC,4367.37
4900,1363,03/23/2026,cancelado,,Pimenta,BA,4776.75
3246,900,18/06/2026,PENDENTE,,Macedo da Prata,CE,11259.66
7750,908,03/17/2026,ENTREGUE,Pix,Garcia,GO,4453.49
2918,44,2024/11/01,Pendente,Pix,Vasconcelos das Flores,MG,22795.93
14634,1568,2025/12/18,enviado,CARTAO_CREDITO,Vasconcelos Alegre,DF,"6284,6"
563,2213,0000-00-00,ENTREGUE,Pix,Santos,MG,1241.21
3175,1073,2025-11-02T02:25:22,PAGO,cartao_credito,Sales do Campo,RS,"8805,51"
2566,2091,2024/10/25,Enviado,cartao credito,Macedo,GO,"4786,28"
12938,577,2025/10/27,ENTREGUE,pix,Marques,CE,14235.55
10897,2479,2026/07/05,entregue,CARTAO_CREDITO,Castro,PE,4924.29
2800,2471,16/05/2025,ENVIADO,CARTAO_CREDITO,Fogaça,SP,2553.81
2640,1345,2026/04/06,cancelled,paypal,Duarte Verde,GO,7924.51
1092,1823,2026/02/11,enviado,,da Cunha da Praia,DF,"R$ 1.111,45"
6062,204,0000-00-00,canceled,boleto,Barros,SP,8593.34
3812,721,20-07-2024,Cancelado,Pix,Jesus das Pedras,DF,"8031,8"
10062,1693,14/05/2026,Entregue,cartao_credito,Mendes dos Dourados,PE,"R$ 5.215,88"
12562,661,2025/03/23,ENTREGUE,cartao credito,Nunes,SC,"R$ 11.295,89"
13979,2279,,enviado,CARTAO_CREDITO,Montenegro,DF,"R$ 10.967,90"
5965,750,,canceled,cartao_credito,Vieira de Albuquerque,SP,21232.88
9762,2576,2024-10-13,PENDENTE,CARTAO_CREDITO,Freitas do Amparo,AM,18777.57
7287,1048,07/05/2026,enviado,boleto,Azevedo,RJ,"11247,44"
13164,2712,2025-09-24,Entregue,cartao credito,Novaes do Campo,RJ,"R$ 10.703,52"
4312,2415,2025-05-20,pago,pix,Cirino,SP,"8370,46"
11488,2920,2025/03/21,delivered,cartao credito,Lopes,SC,
14865,2081,24-11-2024,cancelado,boleto,Gonçalves,SP,7870.26
13340,1917,29-09-2024,Enviado,CARTAO_CREDITO,Santos,MG,"R$ 7.218,26"
11215,960,14-09-2025,REEMBOLSADO,pix,Castro da Serra,BA,
14413,428,2025-10-22T21:18:27,CANCELADO,cartao credito,Pereira do Amparo,PE,8863.6
13272,2658,2026-05-17,cancelado,pix,Azevedo Grande,BA,"R$ 16.408,36"
9712,237,,cancelled,cartao credito,Ribeiro,RS,10679.37
9881,2618,2025-05-08T15:43:59,pago,CARTAO_CREDITO,Garcia de Garcia,GO,22896.27
5796,2759,01/07/2025,PENDENTE,Pix,Borges,PR,13179.49
9687,59,27/07/2024 11:47,entregue ,CARTAO_CREDITO,Macedo,AM,10898.1
13426,86,2025-02-26,ENTREGUE,,Nunes,MG,"31774,36"
2335,2993,2024/08/16,entregue ,Pix,Campos,AM,"5108,98"
10865,1311,2024/09/10,delivered,CARTAO_CREDITO,Aragão,PE,2062.29
13055,2207,2026/06/15,cancelled,pix,Viana de Campos,AM,"R$ 11.774,28"
10298,22,2025-05-25,canceled,paypal,da Conceição de Abreu,SP,2175.1
12670,329,2025-02-21T07:20:06,paid,paypal,Cavalcante das Pedras,RS,6992.68
12667,1747,20-11-2025,ENTREGUE,CARTAO_CREDITO,da Luz de da Paz,AM,"5761,48"
4032,1991,2026-01-23,entregue,pix,Gonçalves,SC,"R$ 3.146,60"
3050,1677,2026-06-30,ENVIADO,paypal,Silveira de Carvalho,MG,"R$ 12.439,32"
11817,2075,28/03/2025,ENTREGUE,,Vasconcelos de Cirino,GO,14129.32
14297,1085,22/01/2026 10:01,entregue ,,Câmara Verde,DF,14642.36
2537,1412,11/21/2025,pago,boleto,Leão dos Dourados,PE,17517.4
10670,1363,19/08/2024 18:10,ENVIADO,boleto,Ferreira,PR,"R$ 2.334,64"
5842,608,2024-07-23,Pago,pix,Andrade de Goiás,SC,9133.44
7482,1447,08/12/2024,ENTREGUE,boleto,Duarte do Campo,PE,17987.88
14907,1795,2026-06-06,pago,pix,Casa Grande de Rodrigues,PR,7155.56
13706,1499,08/02/2025 23:25,Pago,cartao credito,Machado de Minas,CE,4782.48
4310,1574,2025-03-05,entregue ,boleto,Martins,SP,"R$ 26.673,72"
8848,2518,2025-12-05,shipped,boleto,Aparecida do Norte,SC,20024.06
8225,427,2025-04-12T14:24:54,paid,,Viana,CE,
550,1049,11/15/2025,delivered,cartao_credito,Cunha,PE,17183.36
3241,2946,10/12/2025,Pago,paypal,Rios do Galho,SP,6291.13
7371,132,03-01-2025,entregue,,da Mata do Campo,MG,9003.87
249,2407,2026-04-23,Pago,pix,Ferreira das Pedras,SP,"7758,46"
5823,2179,2025-09-25T03:38:27,enviado,,da Paz,PE,
549,1502,2026-05-16T18:03:37,entregue,Pix,Barros,BA,35460.4
10335,2935,05-01-2026,cancelado,Pix,Guerra de Cassiano,PE,5820.59
12552,3265,2025/10/05,pending,,Vasconcelos Grande,GO,"8469,86"
8400,1780,30/04/2025 09:24,delivered,cartao_credito,Dias,BA,8809.84
952,763,,PAGO,pix,Ferreira de Barros,PR,"R$ 20.230,88"
7729,2939,07/10/2025,entregue,Pix,Novaes da Serra,MG,"R$ 8.615,65"
10648,1067,2024/08/26,ENTREGUE,Pix,Silveira,AM,"R$ 4.338,56"
2067,1132,11-08-2024,Entregue,cartao_credito,Carvalho,MG,"662,4"
3408,2038,2025/07/19,pendente,CARTAO_CREDITO,Almeida do Galho,CE,"R$ 7.832,18"
9655,288,19-04-2026,PENDENTE,cartao credito,Lima Alegre,PR,"R$ 11.672,60"
1054,891,24-06-2026,entregue ,,Monteiro,GO,"R$ 3.338,64"
13241,1814,2025-07-11T03:09:53,pago,paypal,Peixoto Grande,SP,13258.06
5008,1808,2026/06/11,Entregue,cartao credito,Sousa,SP,3653.52
9454,1478,25/06/2025 10:39,Entregue,Pix,Novais do Amparo,DF,8745.33
8399,1132,2025-10-28T17:41:52,pendente,cartao credito,Sousa de Albuquerque,BA,"R$ 9.039,50"
6910,2222,13/05/2025 23:56,entregue ,CARTAO_CREDITO,Macedo,BA,"R$ 19.401,48"
12822,514,0000-00-00,shipped,cartao_credito,Lopes do Campo,SP,579.76
11972,875,09/19/2024,pendente,cartao_credito,Moraes,DF,2911.79
12785,1060,2025-07-22T00:48:14,ENTREGUE,pix,Barbosa,PE,"11600,44"
10680,1894,,paid,,Albuquerque,MG,14862.62
7001,387,2026-05-15T02:48:06,Pago,pix,Farias dos Dourados,PE,"5823,55"
4937,922,02/03/2025,entregue,cartao credito,Duarte de Casa Grande,RJ,1622.53
13495,1952,02/03/2026 07:10,entregue,cartao credito,Casa Grande do Norte,PR,"8633,88"
14521,251,05/21/2026,delivered,Pix,Sampaio da Prata,PE,27866.36
7124,2241,0000-00-00,delivered,Pix,Rodrigues,RS,28631.81
6228,1644,2024-08-25T19:00:43,refunded,CARTAO_CREDITO,Viana de Lopes,CE,"R$ 8.787,03"
2944,2065,02/08/2024 15:35,delivered,,Andrade,BA,5274.8
7593,2958,2025/04/26,reembolsado,cartao credito,Pinto do Norte,PR,13546.42
2210,1500,2025-05-07,delivered,CARTAO_CREDITO,Barbosa,SC,
9360,1497,31/12/2025 07:03,Pendente,paypal,da Luz de Silveira,BA,"R$ 13.516,18"
4266,2304,2024/08/17,cancelled,,Oliveira,SP,"R$ 3.890,03"
4187,98,2025-01-06,paid,,Moreira,RS,31845.61
10757,2163,05/10/2024 12:17,pendente,boleto,Moura de FogaÃ§a,RS,1621.49
1559,721,28-05-2025,ENTREGUE,Pix,Leão,PR,4235.15
10540,2858,,ENTREGUE,CARTAO_CREDITO,Siqueira do Norte,GO,6879.41
12595,1657,2025/03/10,Entregue,CARTAO_CREDITO,AragÃ£o Paulista,RS,"10176,8"
13477,2785,2025-09-04,PAGO,paypal,da Costa do Sul,PR,12017.06
3269,1416,23-07-2024,paid,paypal,da Cruz,GO,2215.22
1377,2070,09/04/2024,cancelado,cartao credito,Duarte da Prata,SP,22408.52
11889,402,2025/04/02,canceled,boleto,Pires de Goiás,GO,
10948,2531,17/06/2025,ENVIADO,pix,Almeida do Amparo,BA,7642.79
2583,999,2025-12-24T11:52:26,ENTREGUE,Pix,AragÃ£o do Sul,AM,3936.66
2414,2959,09/10/2024 23:01,canceled,boleto,Barros,PE,"R$ 11.768,43"
11951,1017,2024-11-17T18:55:38,ENTREGUE,CARTAO_CREDITO,Martins da Mata,DF,2053.52
2706,3118,,entregue ,cartao credito,Pereira de Minas,DF,146.88
14930,1412,18/09/2024 02:23,pago,pix,Moura das Pedras,SP,"R$ 7.095,53"
12994,2788,,Enviado,cartao credito,Dias,CE,16734.08
13211,2633,,entregue,paypal,Sales do Sul,PE,27778.1
6217,516,07-05-2025,delivered,Pix,Cirino Verde,PE,"R$ 3.909,77"
3078,1334,06/18/2026,CANCELADO,boleto,da Paz de Farias,AM,"R$ 17.080,72"
5902,133,02/02/2025 08:56,shipped,pix,Vieira,GO,"R$ 9.001,87"
7399,752,04/21/2026,delivered,cartao_credito,Vargas,AM,"R$ 2.056,75"
11608,1926,03/12/2026,paid,boleto,Fogaça,PR,"R$ 11.699,58"
6425,106,2025-07-21,Entregue,paypal,Costa de Almeida,SC,6823.14
9082,2160,04/12/2025,shipped,pix,Carvalho,SP,"R$ 16.977,88"
8582,2633,2024-10-28T16:49:38,refunded,boleto,Ferreira de Aragão,PR,"3843,32"
2879,2566,2026/03/19,delivered,cartao_credito,Pastor das Flores,MG,5222.09
5514,2421,22-03-2025,entregue,,Freitas do Oeste,CE,"R$ 390,59"
13257,413,19-03-2025,entregue,,Castro das Flores,PR,"R$ 23.199,05"
1027,1159,23/06/2025 18:14,REEMBOLSADO,cartao credito,Barros,AM,2484.25
5019,1385,2025/04/15,Entregue,paypal,Azevedo,MG,20047.08
135,1844,2025-05-19,entregue ,,Ferreira,DF,"10445,83"
6582,2336,2024-10-10,PAGO,cartao_credito,Ferreira,AM,"2222,9"
4350,846,2025-07-14,Entregue,pix,Castro do Campo,RJ,3773.53
5421,840,2024/11/11,entregue ,boleto,Albuquerque de Guerra,SP,42007.68
9817,585,27/06/2026 04:36,paid,cartao credito,da Mota,PR,"R$ 7.632,09"
1088,938,2024/11/30,PAGO,cartao_credito,Oliveira da Praia,RS,"6663,23"
13779,72,2025-03-26,shipped,boleto,Porto,RS,"R$ 725,62"
1561,1570,2026-01-04,ENTREGUE,paypal,da Conceição do Norte,AM,10944.24
1635,1816,01/01/2026,cancelado,boleto,Borges,PE,7454.58
8355,1582,2025/11/02,entregue ,boleto,Martins Alegre,RS,2160.21
8637,1132,24/11/2025,enviado,Pix,Silveira de da Luz,AM,183.57
6901,2548,2026-03-15,Entregue,cartao credito,Aragão da Serra,DF,8322.02
2553,1898,2025/04/14,entregue ,cartao_credito,Melo da Serra,MG,"R$ 13.480,04"
1754,2816,14/01/2025 01:22,entregue,cartao_credito,da Cunha,GO,13853.66
4451,143,04-11-2024,delivered,Pix,Farias,SC,"R$ 11.538,66"
10090,460,17/08/2024,entregue ,pix,Lopes das Pedras,GO,
2403,1135,04/17/2026,delivered,Pix,Borges da Mata,MG,8048.11
9130,123,2024-12-09T18:59:53,paid,cartao credito,Andrade,CE,"R$ 17.585,52"
6420,2084,26/08/2024,PENDENTE,CARTAO_CREDITO,Carvalho,PR,1193.97
8027,320,0000-00-00,enviado,pix,Correia de Vargas,BA,13470.35
12195,761,2026/02/21,canceled,CARTAO_CREDITO,Campos da Serra,PR,8340.49
5967,419,,shipped,Pix,da Mata da Praia,RS,"R$ 20.277,53"
13039,1324,2026-01-04,delivered,boleto,Pimenta do Oeste,AM,16078.71
12728,1189,08/05/2025,refunded,boleto,da Cruz Alegre,AM,"R$ 15.525,57"
2424,2781,03/04/2025,pago,boleto,Costela,SP,"R$ 5.413,54"
4428,2972,25/09/2024 04:15,shipped,boleto,Martins,GO,10240.01
12905,713,01/04/2026,Pago,cartao_credito,Barros Alegre,RS,"R$ 3.113,59"
4997,3493,15/01/2026 17:32,entregue,,Caldeira do Sul,CE,14050.83
12402,2376,2026-06-07,ENTREGUE,pix,Barros de Moraes,AM,"465,16"
8510,2870,0000-00-00,entregue,cartao credito,Barros da Prata,PE,"R$ 3.113,59"
13125,3090,25-09-2024,PENDENTE,cartao_credito,Souza de Barros,AM,932.89
12647,1080,,cancelado,paypal,Duarte,SP,"12733,26"
1456,782,08-07-2025,entregue ,,Araújo,DF,7576.58
10783,1902,2025-10-03,delivered,Pix,Lima de da Conceição,SC,6848.04
7846,1296,02/10/2025,entregue ,cartao credito,Fonseca,CE,"R$ 8.783,76"
102,1968,2024-11-29T11:42:55,entregue,boleto,Sales,RJ,12138.89
9685,1659,01/27/2026,delivered,pix,Lopes,RS,"R$ 2.603,05"
14562,2651,12/04/2026,shipped,,da Mata da Mata,MG,31427.91
11873,1620,2025-11-19,ENTREGUE,cartao_credito,Pereira do Galho,RJ,"R$ 5.120,33"
496,2048,12/07/2025,ENTREGUE,paypal,Fogaça da Praia,SP,"R$ 5.991,49"
1868,825,10/15/2025,cancelled,paypal,Melo,CE,3380.96
9069,797,07/07/2025 22:07,entregue,cartao credito,Moura das Pedras,GO,"641,04"
7922,2098,16-10-2024,PAGO,cartao credito,Peixoto,SP,10143.89
918,1674,2024/12/05,delivered,boleto,Castro,MG,"4817,54"
11770,2757,01/12/2025,canceled,boleto,Rezende da Prata,AM,4210.26
8513,745,2025-06-21,entregue,CARTAO_CREDITO,Caldeira,CE,27009.82
11434,558,02/02/2026,enviado,Pix,Pereira da Serra,SP,"R$ 8.846,00"
6421,2047,2025/01/28,pago,Pix,das Neves,PR,"6008,49"
674,2350,05/04/2025,PENDENTE,CARTAO_CREDITO,Sampaio,DF,3371.76
1984,2567,11/28/2025,delivered,cartao credito,Rios,PR,5684.7
12367,2463,24/01/2026,entregue,Pix,Costa Paulista,BA,26866.06
7147,176,2025/07/18,entregue,,da Luz,RS,"7819,54"
1280,1062,2026-02-27,shipped,Pix,Vieira,PE,1804.87
2986,1241,07/22/2025,entregue,paypal,Cunha,DF,"R$ 7.778,60"
6459,1990,12/30/2024,entregue ,cartao credito,Câmara,AM,983.09
8025,1082,31/03/2026,cancelled,cartao credito,das Neves,PR,6354.35
14088,1517,01/12/2024,Pago,CARTAO_CREDITO,Santos Grande,SP,25505.77
5464,982,11/06/2025,CANCELADO,cartao credito,Silveira das Flores,PE,"4779,36"
6462,2504,23/12/2024,Entregue,Pix,Silveira de da Luz,GO,"8132,58"
1636,2643,12-12-2024,paid,CARTAO_CREDITO,Pacheco,MG,4603.44
10780,1931,2024-12-26T17:31:23,Entregue,paypal,Almeida do Campo,BA,"R$ 23.216,37"
